StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15_1,Q15_2,Q15_3,Q16,Q17,Q18,Q19_1,Q20,Q21,Q22,Q23
2025-06-19 22:01:10,2025-06-19 22:06:31,IP Address,93.32.73.152,100,320,True,2025-06-19 22:06:32,R_82VivmzrvgPEul6,,,,,45.4722,9.1922,anonymous,EN,Yes,In-store discovery,2 = Rarely,5 = Very Frequently,1 = Never,1 = Never,3 = Sometimes,4 = Frequently,3 = 1–2 times per month,Brand A,Brand B,Brand A,Brand A,Brand B,Brand B,Brand B,Brand A,Brand A,Brand B,2 = Slightly,4 = Very,3 = Moderately,3 = Moderately,2 = It makes me see the product as slightly less valuable,3 = Neither Agree nor Disagree,6,Female,35-44,Italian,Employed full-time
2025-06-19 22:04:37,2025-06-19 22:09:09,IP Address,84.220.71.89,100,271,True,2025-06-19 22:09:09,R_8RmaEEZm09RehMw,,,,,41.8905,12.5127,anonymous,EN,Yes,Instagram,1 = Never,5 = Very Frequently,4 = Frequently,3 = Sometimes,3 = Sometimes,3 = Sometimes,5 = Daily or more,Brand B,Brand B,Brand A,Brand B,Brand B,Brand A,Brand B,Brand B,Brand A,Brand B,3 = Moderately,4 = Very,4 = Very,3 = Moderately,2 = It makes me see the product as slightly less valuable,3 = Neither Agree nor Disagree,4,Female,25-34,Italian,Student
2025-06-19 22:10:10,2025-06-19 22:13:45,IP Address,149.75.51.114,100,215,True,2025-06-19 22:13:46,R_5SYgs3VjxBNqEmZ,,,,,41.9025,-87.6726,anonymous,EN,Yes,Other,1 = Never,2 = Rarely,3 = Sometimes,1 = Never,1 = Never,4 = Frequently,3 = 1–2 times per month,Brand B,Brand A,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,1 = Not at all,4 = Very,5 = Completely,1 = Not at all,3 = It does not change my perception of the product’s value,5 = Strongly Agree,1 = Strong Preference for Brand A,Female,25-34,Italian,Student
2025-06-19 22:10:10,2025-06-19 22:14:45,IP Address,109.52.5.38,100,274,True,2025-06-19 22:14:45,R_8Bsvkhr26FS0McF,,,,,43.1479,12.1097,anonymous,EN,Yes,Instagram,1 = Never,5 = Very Frequently,1 = Never,2 = Rarely,3 = Sometimes,3 = Sometimes,5 = Daily or more,Brand A,Brand B,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,2 = Slightly,4 = Very,4 = Very,3 = Moderately,3 = It does not change my perception of the product’s value,3 = Neither Agree nor Disagree,4,Female,25-34,Italian,Self-employed
2025-06-19 22:17:24,2025-06-19 22:21:31,IP Address,109.53.58.103,100,246,True,2025-06-19 22:21:31,R_2o8ghygFyTLROzX,,,,,42.5163,14.1384,anonymous,EN,Yes,Instagram,1 = Never,5 = Very Frequently,1 = Never,1 = Never,3 = Sometimes,3 = Sometimes,4 = 1–2 times per week,Brand A,Brand A,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,2 = Slightly,5 = Completely,5 = Completely,2 = Slightly,3 = It does not change my perception of the product’s value,5 = Strongly Agree,1 = Strong Preference for Brand A,Female,25-34,Italian,Employed full-time
2025-06-19 22:19:10,2025-06-19 22:25:06,IP Address,188.217.1.107,100,355,True,2025-06-19 22:25:06,R_21TmF9JgLLooaCH,,,,,41.8905,12.5127,anonymous,EN,Yes,Instagram,1 = Never,4 = Frequently,1 = Never,1 = Never,4 = Frequently,1 = Never,5 = Daily or more,Brand A,Brand B,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,2 = Slightly,5 = Completely,5 = Completely,2 = Slightly,3 = It does not change my perception of the product’s value,3 = Neither Agree nor Disagree,4,Female,35-44,Italian,Self-employed
2025-06-19 22:25:43,2025-06-19 22:33:39,IP Address,37.163.227.87,100,475,True,2025-06-19 22:33:40,R_2RG4ldBKxXjsa0V,,,,,43.1479,12.1097,anonymous,EN,Yes,Instagram,5 = Very Frequently,5 = Very Frequently,4 = Frequently,3 = Sometimes,3 = Sometimes,4 = Frequently,5 = Daily or more,Brand A,Brand B,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,2 = Slightly,3 = Moderately,4 = Very,3 = Moderately,2 = It makes me see the product as slightly less valuable,3 = Neither Agree nor Disagree,1 = Strong Preference for Brand A,Female,35-44,Italian,Employed part-time
2025-06-19 22:31:18,2025-06-19 22:36:32,IP Address,151.18.173.178,100,313,True,2025-06-19 22:36:32,R_8YXldkOlQHQWjq7,,,,,45.4722,9.1922,anonymous,EN,Yes,In-store discovery,1 = Never,3 = Sometimes,1 = Never,4 = Frequently,5 = Very Frequently,5 = Very Frequently,2 = Less than once a month,Brand A,Brand A,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,2 = Slightly,4 = Very,5 = Completely,1 = Not at all,4 = It makes me see the product as a good deal,4 = Agree,1 = Strong Preference for Brand A,Female,45-54,Italian,Employed part-time
2025-06-19 22:38:02,2025-06-19 22:38:17,IP Address,93.41.1.144,100,14,True,2025-06-19 22:38:17,R_8D8ure1W24MrqXA,,,,,45.6482,13.7747,anonymous,EN,No (the Survey Ends),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-19 22:35:27,2025-06-19 22:39:59,IP Address,79.25.222.249,100,271,True,2025-06-19 22:39:59,R_2e6qrE19WXmFKWl,,,,,45.0729,7.689,anonymous,EN,Yes,Instagram,1 = Never,4 = Frequently,1 = Never,2 = Rarely,2 = Rarely,3 = Sometimes,3 = 1–2 times per month,Brand A,Brand B,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,2 = Slightly,4 = Very,4 = Very,3 = Moderately,3 = It does not change my perception of the product’s value,4 = Agree,4,Female,35-44,Italian,Employed full-time
2025-06-19 22:29:21,2025-06-19 22:46:29,IP Address,79.27.70.78,100,1027,True,2025-06-19 22:46:29,R_2PTRkaLw8UKX5DS,,,,,43.4014,13.5583,anonymous,EN,Yes,In-store discovery,1 = Never,5 = Very Frequently,5 = Very Frequently,3 = Sometimes,4 = Frequently,5 = Very Frequently,3 = 1–2 times per month,Brand B,Brand B,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,2 = Slightly,4 = Very,5 = Completely,2 = Slightly,4 = It makes me see the product as a good deal,4 = Agree,2,Female,25-34,Italian,Employed full-time
2025-06-19 22:46:43,2025-06-19 22:51:39,IP Address,93.45.87.147,100,295,True,2025-06-19 22:51:39,R_8efedVo18SrkOXQ,,,,,45.4722,9.1922,anonymous,EN,Yes,Instagram,4 = Frequently,5 = Very Frequently,2 = Rarely,1 = Never,3 = Sometimes,1 = Never,5 = Daily or more,Brand A,Brand A,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,2 = Slightly,5 = Completely,4 = Very,2 = Slightly,2 = It makes me see the product as slightly less valuable,4 = Agree,2,Female,25-34,Italian,Employed full-time
2025-06-19 22:47:20,2025-06-19 22:52:54,IP Address,95.244.101.130,100,334,True,2025-06-19 22:52:55,R_2kjHIRNXtRvAc8n,,,,,45.5336,10.2194,anonymous,EN,Yes,Friends or family recommendation,1 = Never,4 = Frequently,4 = Frequently,2 = Rarely,5 = Very Frequently,5 = Very Frequently,4 = 1–2 times per week,Brand A,Brand B,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,3 = Moderately,5 = Completely,5 = Completely,3 = Moderately,2 = It makes me see the product as slightly less valuable,5 = Strongly Agree,1 = Strong Preference for Brand A,Female,25-34,Italian,Employed full-time
2025-06-19 22:45:33,2025-06-19 22:55:47,IP Address,78.211.218.116,100,613,True,2025-06-19 22:55:47,R_8M4geZrs0D3hGh3,,,,,43.1479,12.1097,anonymous,EN,Yes,Instagram,1 = Never,4 = Frequently,3 = Sometimes,1 = Never,2 = Rarely,3 = Sometimes,4 = 1–2 times per week,Brand A,Brand B,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,3 = Moderately,4 = Very,4 = Very,1 = Not at all,3 = It does not change my perception of the product’s value,3 = Neither Agree nor Disagree,2,Female,55-64,Italian,Employed full-time
2025-06-19 22:51:19,2025-06-19 22:58:07,IP Address,93.49.111.75,100,408,True,2025-06-19 22:58:08,R_2lLFToxMJpqb5gl,,,,,44.4847,11.328,anonymous,EN,Yes,In-store discovery,1 = Never,5 = Very Frequently,2 = Rarely,2 = Rarely,4 = Frequently,4 = Frequently,5 = Daily or more,Brand A,Brand A,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand A,1 = Not at all,5 = Completely,5 = Completely,1 = Not at all,3 = It does not change my perception of the product’s value,3 = Neither Agree nor Disagree,7 = Strong Preference for Brand B,Female,35-44,Italian,Employed full-time
2025-06-19 22:56:37,2025-06-19 23:00:07,IP Address,93.35.204.60,100,210,True,2025-06-19 23:00:07,R_8QiGhykH6gohBFn,,,,,41.8905,12.5127,anonymous,EN,Yes,Instagram,1 = Never,5 = Very Frequently,5 = Very Frequently,2 = Rarely,3 = Sometimes,3 = Sometimes,4 = 1–2 times per week,Brand A,Brand B,Brand A,Brand A,Brand B,Brand B,Brand B,Brand B,Brand B,Brand B,2 = Slightly,5 = Completely,5 = Completely,1 = Not at all,3 = It does not change my perception of the product’s value,2 = Disagree,4,Female,25-34,Italian,Employed full-time
2025-06-19 22:53:36,2025-06-19 23:00:38,IP Address,82.63.9.165,100,422,True,2025-06-19 23:00:38,R_82XUSFhuHYLEj2Z,,,,,40.5888,9.0075,anonymous,EN,Yes,Instagram,1 = Never,5 = Very Frequently,1 = Never,2 = Rarely,3 = Sometimes,3 = Sometimes,4 = 1–2 times per week,Brand A,Brand B,Brand B,Brand B,Brand B,Brand B,Brand B,Brand B,Brand B,Brand A,1 = Not at all,4 = Very,4 = Very,3 = Moderately,3 = It does not change my perception of the product’s value,5 = Strongly Agree,4,Female,45-54,Italian,Employed part-time
2025-06-19 22:59:57,2025-06-19 23:05:11,IP Address,151.21.204.24,100,314,True,2025-06-19 23:05:12,R_2MrR35KU3FN9wbO,,,,,45.6105,9.1501,anonymous,EN,Yes,In-store discovery,1 = Never,4 = Frequently,2 = Rarely,3 = Sometimes,2 = Rarely,3 = Sometimes,5 = Daily or more,Brand A,Brand B,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,2 = Slightly,4 = Very,4 = Very,3 = Moderately,3 = It does not change my perception of the product’s value,4 = Agree,3,Female,35-44,Italian,Employed full-time
2025-06-19 23:04:15,2025-06-19 23:10:57,IP Address,93.70.82.94,100,401,True,2025-06-19 23:10:57,R_23vZ7g3wTNHyu4s,,,,,45.4317,10.9859,anonymous,EN,Yes,Friends or family recommendation,1 = Never,5 = Very Frequently,2 = Rarely,1 = Never,3 = Sometimes,1 = Never,2 = Less than once a month,Brand A,Brand A,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,1 = Not at all,3 = Moderately,3 = Moderately,1 = Not at all,3 = It does not change my perception of the product’s value,1 = Strongly Disagree,4,Female,35-44,Italian,Employed full-time
2025-06-19 23:06:13,2025-06-19 23:11:39,IP Address,87.3.50.23,100,326,True,2025-06-19 23:11:39,R_8IWTKS48EUhHZ2o,,,,,44.4847,11.328,anonymous,EN,Yes,In-store discovery,1 = Never,5 = Very Frequently,3 = Sometimes,2 = Rarely,1 = Never,4 = Frequently,1 =  Never,Brand A,Brand A,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,1 = Not at all,4 = Very,5 = Completely,2 = Slightly,1 = It makes me see the product as much less valuable,4 = Agree,1 = Strong Preference for Brand A,Female,35-44,Italian,Self-employed
2025-06-19 23:07:17,2025-06-19 23:13:03,IP Address,109.52.140.30,100,345,True,2025-06-19 23:13:03,R_8XhWukYyxMEoNlA,,,,,40.9664,14.2766,anonymous,EN,Yes,Instagram,4 = Frequently,5 = Very Frequently,4 = Frequently,4 = Frequently,2 = Rarely,3 = Sometimes,5 = Daily or more,Brand A,Brand B,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,4 = Very,4 = Very,4 = Very,3 = Moderately,3 = It does not change my perception of the product’s value,5 = Strongly Agree,1 = Strong Preference for Brand A,Female,25-34,Italian,Student
2025-06-19 23:07:44,2025-06-19 23:13:16,IP Address,37.77.125.49,100,331,True,2025-06-19 23:13:16,R_2dE1sevDRzRkWCc,,,,,44.5586,11.268,anonymous,EN,Yes,Instagram,2 = Rarely,4 = Frequently,3 = Sometimes,1 = Never,2 = Rarely,2 = Rarely,3 = 1–2 times per month,Brand A,Brand A,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,2 = Slightly,3 = Moderately,3 = Moderately,2 = Slightly,3 = It does not change my perception of the product’s value,3 = Neither Agree nor Disagree,4,Female,25-34,Italian,Self-employed
2025-06-19 23:07:04,2025-06-19 23:14:19,IP Address,5.77.90.211,100,434,True,2025-06-19 23:14:19,R_20JASVHuTwwvfiX,,,,,45.4722,9.1922,anonymous,EN,Yes,Instagram,1 = Never,5 = Very Frequently,3 = Sometimes,3 = Sometimes,3 = Sometimes,4 = Frequently,2 = Less than once a month,Brand A,Brand A,Brand A,Brand A,Brand B,Brand B,Brand B,Brand B,Brand B,Brand A,3 = Moderately,5 = Completely,5 = Completely,5 = Completely,2 = It makes me see the product as slightly less valuable,3 = Neither Agree nor Disagree,1 = Strong Preference for Brand A,Female,25-34,Italian,Other
2025-06-19 23:11:17,2025-06-19 23:18:01,IP Address,109.118.110.224,100,403,True,2025-06-19 23:18:01,R_2YLlsAbrRqdRqLv,,,,,45.751,11.4624,anonymous,EN,Yes,Instagram,1 = Never,5 = Very Frequently,4 = Frequently,3 = Sometimes,4 = Frequently,2 = Rarely,4 = 1–2 times per week,Brand A,Brand B,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,2 = Slightly,4 = Very,4 = Very,2 = Slightly,3 = It does not change my perception of the product’s value,4 = Agree,2,Female,25-34,Italian,Employed full-time
2025-06-19 23:19:11,2025-06-19 23:30:03,IP Address,158.47.217.129,100,651,True,2025-06-19 23:30:04,R_8dQOjESD2vqxaWG,,,,,40.8449,14.2716,anonymous,EN,Yes,Instagram,1 = Never,5 = Very Frequently,2 = Rarely,2 = Rarely,2 = Rarely,3 = Sometimes,1 =  Never,Brand A,Brand B,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,1 = Not at all,4 = Very,4 = Very,3 = Moderately,3 = It does not change my perception of the product’s value,4 = Agree,5,Female,25-34,Italian,Employed part-time
2025-06-19 23:25:16,2025-06-19 23:30:59,IP Address,151.36.229.212,100,342,True,2025-06-19 23:30:59,R_8eLgt7kGEfQZXEj,,,,,44.4847,11.328,anonymous,EN,Yes,Instagram,4 = Frequently,4 = Frequently,3 = Sometimes,3 = Sometimes,5 = Very Frequently,3 = Sometimes,3 = 1–2 times per month,Brand A,Brand B,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,3 = Moderately,4 = Very,4 = Very,4 = Very,4 = It makes me see the product as a good deal,4 = Agree,2,Female,25-34,Italian,Employed full-time
2025-06-19 23:26:13,2025-06-19 23:31:40,IP Address,2.117.144.40,100,326,True,2025-06-19 23:31:40,R_8fiYyH1EbHPOmQC,,,,,41.8905,12.5127,anonymous,EN,Yes,Instagram,1 = Never,5 = Very Frequently,4 = Frequently,1 = Never,1 = Never,1 = Never,1 =  Never,Brand A,Brand A,Brand A,Brand A,Brand B,Brand A,Brand A,Brand A,Brand A,Brand B,2 = Slightly,4 = Very,4 = Very,3 = Moderately,3 = It does not change my perception of the product’s value,4 = Agree,2,Female,45-54,Italian,Self-employed
2025-06-19 23:25:56,2025-06-19 23:32:24,IP Address,79.53.31.197,100,388,True,2025-06-19 23:32:25,R_8V0r92CWnmF2qjf,,,,,43.6788,10.5641,anonymous,EN,Yes,Instagram,1 = Never,4 = Frequently,3 = Sometimes,1 = Never,1 = Never,3 = Sometimes,4 = 1–2 times per week,Brand A,Brand B,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,3 = Moderately,5 = Completely,4 = Very,1 = Not at all,3 = It does not change my perception of the product’s value,3 = Neither Agree nor Disagree,3,Female,25-34,Italian,Self-employed
2025-06-19 23:34:27,2025-06-19 23:38:42,IP Address,37.162.190.184,100,254,True,2025-06-19 23:38:42,R_2p5BuUkE6Th1c2Z,,,,,43.1479,12.1097,anonymous,EN,Yes,Friends or family recommendation,3 = Sometimes,5 = Very Frequently,1 = Never,3 = Sometimes,4 = Frequently,4 = Frequently,3 = 1–2 times per month,Brand A,Brand A,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,1 = Not at all,5 = Completely,5 = Completely,1 = Not at all,3 = It does not change my perception of the product’s value,5 = Strongly Agree,1 = Strong Preference for Brand A,Female,25-34,Italian,Employed full-time
2025-06-19 23:36:11,2025-06-19 23:44:51,IP Address,5.91.155.207,100,520,True,2025-06-19 23:44:51,R_2vj1OJitO2F6n7q,,,,,41.8905,12.5127,anonymous,EN,Yes,Friends or family recommendation,1 = Never,4 = Frequently,2 = Rarely,4 = Frequently,4 = Frequently,3 = Sometimes,4 = 1–2 times per week,Brand A,Brand B,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,2 = Slightly,4 = Very,4 = Very,3 = Moderately,3 = It does not change my perception of the product’s value,4 = Agree,1 = Strong Preference for Brand A,Female,25-34,Italian,Employed full-time
2025-06-19 23:38:48,2025-06-19 23:46:55,IP Address,151.43.54.202,100,487,True,2025-06-19 23:46:56,R_80xlv4FEwGE5m1L,,,,,41.8905,12.5127,anonymous,EN,Yes,Instagram,1 = Never,5 = Very Frequently,2 = Rarely,3 = Sometimes,3 = Sometimes,3 = Sometimes,5 = Daily or more,Brand A,Brand B,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,3 = Moderately,4 = Very,4 = Very,3 = Moderately,2 = It makes me see the product as slightly less valuable,3 = Neither Agree nor Disagree,2,Female,25-34,Italian,Employed full-time
2025-06-19 23:43:11,2025-06-19 23:47:29,IP Address,93.150.241.211,100,258,True,2025-06-19 23:47:30,R_2NE9xdPA4qwqmgE,,,,,45.4317,10.9859,anonymous,EN,Yes,Friends or family recommendation,3 = Sometimes,5 = Very Frequently,3 = Sometimes,2 = Rarely,4 = Frequently,4 = Frequently,5 = Daily or more,Brand A,Brand B,Brand A,Brand B,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,3 = Moderately,4 = Very,4 = Very,3 = Moderately,4 = It makes me see the product as a good deal,4 = Agree,4,Female,25-34,Italian,Employed full-time
2025-06-19 23:50:14,2025-06-19 23:50:31,IP Address,95.75.166.193,100,16,True,2025-06-19 23:50:31,R_2FS5xNaTtznnm2P,,,,,45.44,9.1027,anonymous,EN,No (the Survey Ends),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-19 23:43:28,2025-06-19 23:52:03,IP Address,151.43.67.138,100,515,True,2025-06-19 23:52:04,R_22XiuPCDjE9DJas,,,,,41.8905,12.5127,anonymous,EN,Yes,Instagram,1 = Never,4 = Frequently,1 = Never,3 = Sometimes,3 = Sometimes,2 = Rarely,5 = Daily or more,Brand A,Brand B,Brand B,Brand B,Brand B,Brand B,Brand B,Brand A,Brand A,Brand A,2 = Slightly,4 = Very,4 = Very,1 = Not at all,3 = It does not change my perception of the product’s value,4 = Agree,4,Female,25-34,Italian,Employed full-time
2025-06-19 23:46:16,2025-06-19 23:52:07,IP Address,79.25.146.115,100,351,True,2025-06-19 23:52:07,R_8OkmGMtom9zDBZX,,,,,45.7049,9.6698,anonymous,EN,Yes,Friends or family recommendation,1 = Never,5 = Very Frequently,5 = Very Frequently,1 = Never,4 = Frequently,3 = Sometimes,4 = 1–2 times per week,Brand A,Brand B,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,3 = Moderately,5 = Completely,5 = Completely,1 = Not at all,4 = It makes me see the product as a good deal,3 = Neither Agree nor Disagree,1 = Strong Preference for Brand A,Female,25-34,Italian,Student
2025-06-19 23:44:27,2025-06-19 23:54:22,IP Address,79.23.205.249,100,594,True,2025-06-19 23:54:22,R_2ulzIwTic28Qm6B,,,,,43.7089,10.4087,anonymous,EN,Yes,Instagram,5 = Very Frequently,4 = Frequently,3 = Sometimes,2 = Rarely,3 = Sometimes,3 = Sometimes,5 = Daily or more,Brand A,Brand A,Brand A,Brand B,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,2 = Slightly,4 = Very,4 = Very,3 = Moderately,2 = It makes me see the product as slightly less valuable,3 = Neither Agree nor Disagree,3,Female,18-24,Italian,Employed part-time
2025-06-19 23:58:25,2025-06-20 00:03:10,IP Address,151.66.159.203,100,285,True,2025-06-20 00:03:11,R_29ixfaR6uEYVs6R,,,,,45.4722,9.1922,anonymous,EN,Yes,Other,1 = Never,5 = Very Frequently,1 = Never,1 = Never,3 = Sometimes,2 = Rarely,5 = Daily or more,Brand A,Brand B,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,2 = Slightly,5 = Completely,5 = Completely,2 = Slightly,3 = It does not change my perception of the product’s value,4 = Agree,2,Female,35-44,Italian,Self-employed
2025-06-19 23:55:45,2025-06-20 00:05:15,IP Address,82.48.26.35,100,569,True,2025-06-20 00:05:15,R_2pPOMpatqC9htcw,,,,,43.7825,11.2516,anonymous,EN,Yes,Instagram,2 = Rarely,5 = Very Frequently,3 = Sometimes,2 = Rarely,4 = Frequently,2 = Rarely,3 = 1–2 times per month,Brand B,Brand A,Brand A,Brand B,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,2 = Slightly,5 = Completely,5 = Completely,2 = Slightly,4 = It makes me see the product as a good deal,4 = Agree,3,Female,25-34,Italian,Employed part-time
2025-06-20 00:03:55,2025-06-20 00:11:44,IP Address,93.70.66.84,100,469,True,2025-06-20 00:11:44,R_2t3ZpA90b6qAJsi,,,,,45.4317,10.9859,anonymous,EN,Yes,Instagram,2 = Rarely,4 = Frequently,2 = Rarely,2 = Rarely,5 = Very Frequently,4 = Frequently,4 = 1–2 times per week,Brand A,Brand A,Brand A,Brand A,Brand A,Brand A,Brand B,Brand A,Brand A,Brand B,2 = Slightly,4 = Very,4 = Very,3 = Moderately,3 = It does not change my perception of the product’s value,4 = Agree,3,Female,25-34,Italian,Employed full-time
2025-06-20 00:09:46,2025-06-20 00:13:06,IP Address,79.116.251.94,100,200,True,2025-06-20 00:13:06,R_8jtBsjUMC6RqUed,,,,,40.436,-3.6515,anonymous,EN,Yes,Instagram,1 = Never,5 = Very Frequently,1 = Never,1 = Never,3 = Sometimes,4 = Frequently,5 = Daily or more,Brand A,Brand B,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,2 = Slightly,5 = Completely,5 = Completely,1 = Not at all,3 = It does not change my perception of the product’s value,4 = Agree,2,Female,25-34,Italian,Employed full-time
2025-06-20 00:09:58,2025-06-20 00:17:28,IP Address,94.34.248.150,100,449,True,2025-06-20 00:17:29,R_2zCsrF9xI4JG7F7,,,,,44.4847,11.328,anonymous,EN,Yes,Instagram,1 = Never,5 = Very Frequently,1 = Never,1 = Never,4 = Frequently,3 = Sometimes,5 = Daily or more,Brand A,Brand A,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,2 = Slightly,4 = Very,4 = Very,2 = Slightly,4 = It makes me see the product as a good deal,4 = Agree,2,Female,25-34,Italian,Student
